#SampleID	BarcodeSequence	LinkerPrimerSequence	SP	family_or_tribe	type	Code	Main_Diet	Diet_Category	Location	Basin	Heb	Lat	Lon	Date	Time	T	Conductivity  	ConductivityA	Salinity	PercentO	pH	Sampling site
AS162	AA	AA	Barbus canis	Cyprinidae	swab	Barbus canis	invertebrates	B	SnirHydrometricMaayanBaruch	N	שניר_הידרומטרית_מעיין_ברוך			1/10/2017	15:21	23.0	322	310	0.15	9.5	6.75	S.1
AS163	AA	AA	Barbus canis	Cyprinidae	swab	Barbus canis	invertebrates	B	SnirHydrometricMaayanBaruch	N	שניר_הידרומטרית_מעיין_ברוך			1/10/2017	15:21	23.0	322	310	0.15	9.5	6.75	S.1
AS164	AA	AA	Barbus canis	Cyprinidae	swab	Barbus canis	invertebrates	B	SnirDagAlHadanUpStrerm	N	שניר_שמורה_מעל_יוקי	792989	258339	1/10/2017	10:30	20.15	309	280	0.15	9.9	6.6	S.2
AS186	AA	AA	Barbus canis	Cyprinidae	swab	Barbus canis	invertebrates	B	SnirYatedotDownstrerm	N	שניר_שמורה_ידיות	792989	258100	1/10/2017	09:30	19.25	286	255	0.14	10.24	6.6	S.3
AS187	AA	AA	Barbus canis	Cyprinidae	swab	Barbus canis	invertebrates	B	SnirYatedotDownstrerm	N	שניר_שמורה_ידיות	792989	258100	1/10/2017	09:30	19.25	286	255	0.14	10.24	6.6	S.3
AS188	AA	AA	Barbus canis	Cyprinidae	swab	Barbus canis	invertebrates	B	SnirYatedotDownstrerm	N	שניר_שמורה_ידיות	792989	258100	1/10/2017	09:30	19.25	286	255	0.14	10.24	6.6	S.3
AS218	AA	AA	Barbus canis	Cyprinidae	swab	Barbus canis	invertebrates	B	lehavotHabashan	N	ירדן_גשר_להבות_הבשן	783686	259147	2/11/2017	07:30	17.0	332	282	0.16	8.37	7.47	J.1
AS219	AA	AA	Barbus canis	Cyprinidae	swab	Barbus canis	invertebrates	B	lehavotHabashan	N	ירדן_גשר_להבות_הבשן	783686	259147	2/11/2017	07:30	17.0	332	282	0.16	8.37	7.47	J.1
AS220	AA	AA	Barbus canis	Cyprinidae	swab	Barbus canis	invertebrates	B	lehavotHabashan	N	ירדן_גשר_להבות_הבשן	783686	259147	2/11/2017	07:30	17.0	332	282	0.16	8.37	7.47	J.1
AS221	AA	AA	Barbus canis	Cyprinidae	swab	Barbus canis	invertebrates	B	lehavotHabashan	N	ירדן_גשר_להבות_הבשן	783686	259147	2/11/2017	07:30	17.0	332	282	0.16	8.37	7.47	J.1
AS158	AA	AA	Barbus longiceps	Cyprinidae	swab	Barbus longiceps	invertebrates	B	SnirHydrometricMaayanBaruch	N	שניר_הידרומטרית_מעיין_ברוך			1/10/2017	15:21	23.0	322	310	0.15	9.5	6.75	S.1
AS189	AA	AA	Barbus longiceps	Cyprinidae	swab	Barbus longiceps	invertebrates	B	SnirYatedotDownstrerm	N	שניר_שמורה_ידיות	792989	258100	1/10/2017	09:30	19.25	286	255	0.14	10.24	6.6	S.3
AS190	AA	AA	Barbus longiceps	Cyprinidae	swab	Barbus longiceps	invertebrates	B	SnirYatedotDownstrerm	N	שניר_שמורה_ידיות	792989	258100	1/10/2017	09:30	19.25	286	255	0.14	10.24	6.6	S.3
AS191	AA	AA	Barbus longiceps	Cyprinidae	swab	Barbus longiceps	invertebrates	B	SnirYatedotDownstrerm	N	שניר_שמורה_ידיות	792989	258100	1/10/2017	09:30	19.25	286	255	0.14	10.24	6.6	S.3
AS58	AA	AA	Gambusia affinis	Poeciliidae	swab	Gambusia	invertebrates	B	TelSaharonDown	S	תל_סהרון	251421	706367	14/8/2017	07:10	30.44	3080	3394	1.59	7.39	7.48	T.1
AS59	AA	AA	Gambusia affinis	Poeciliidae	swab	Gambusia	invertebrates	B	TelSaharonDown	S	תל_סהרון	251421	706367	14/8/2017	07:10	30.44	3080	3394	1.59	7.39	7.48	T.1
AS60	AA	AA	Gambusia affinis	Poeciliidae	swab	Gambusia	invertebrates	B	TelSaharonDown	S	תל_סהרון	251421	706367	14/8/2017	07:10	30.44	3080	3394	1.59	7.39	7.48	T.1
AS61	AA	AA	Gambusia affinis	Poeciliidae	swab	Gambusia	invertebrates	B	TelSaharonDown	S	תל_סהרון	251421	706367	14/8/2017	07:10	30.44	3080	3394	1.59	7.39	7.48	T.1
AS62	AA	AA	Gambusia affinis	Poeciliidae	swab	Gambusia	invertebrates	B	TelSaharonDown	S	תל_סהרון	251421	706367	14/8/2017	07:10	30.44	3080	3394	1.59	7.39	7.48	T.1
AS74	AA	AA	Gambusia affinis	Poeciliidae	swab	Gambusia	invertebrates	B	AsiCemetery	S	ניר_דויד_בית_קברות			14/8/2017	15:55	31.67	3917		2.04	9.7	8.6	A
AS79	AA	AA	Mugil cephalus	Mugilidae	swab	Mugil	invertebrates	B	AsiCemetery	S	ניר_דויד_בית_קברות			14/8/2017	15:55	31.67	3917		2.04	9.7	8.6	A
AS80	AA	AA	Mugil cephalus	Mugilidae	swab	Mugil	invertebrates	B	AsiCemetery	S	ניר_דויד_בית_קברות			14/8/2017	15:55	31.67	3917		2.04	9.7	8.6	A
AS81	AA	AA	Mugil cephalus	Mugilidae	swab	Mugil	invertebrates	B	AsiCemetery	S	ניר_דויד_בית_קברות			14/8/2017	15:55	31.67	3917		2.04	9.7	8.6	A
AS141	AA	AA	Nemacheilus dori	Nemacheilidae	swab	Nemacheilus dori	invertebrates	B	TelSaharonSpring	S	תל_סהרון	251421	706367	14/8/2017	07:10	30.44	3080	3394	1.59	7.39	7.48	T.2
AS142	AA	AA	Nemacheilus dori	Nemacheilidae	swab	Nemacheilus dori	invertebrates	B	TelSaharonSpring	S	תל_סהרון	251421	706367	14/8/2017	07:10	30.44	3080	3394	1.59	7.39	7.48	T.2
AS143	AA	AA	Nemacheilus dori	Nemacheilidae	swab	Nemacheilus dori	invertebrates	B	TelSaharonSpring	S	תל_סהרון	251421	706367	14/8/2017	07:10	30.44	3080	3394	1.59	7.39	7.48	T.2
AS144	AA	AA	Nemacheilus dori	Nemacheilidae	swab	Nemacheilus dori	invertebrates	B	TelSaharonSpring	S	תל_סהרון	251421	706367	14/8/2017	07:10	30.44	3080	3394	1.59	7.39	7.48	T.2
AS145	AA	AA	Nemacheilus dori	Nemacheilidae	swab	Nemacheilus dori	invertebrates	B	TelSaharonSpring	S	תל_סהרון	251421	706367	14/8/2017	07:10	30.44	3080	3394	1.59	7.39	7.48	T.2
AS101	AA	AA	Nemacheilus jordanicus	Nemacheilidae	swab	Nemacheilus jordanicus	invertebrates	B	BaniasReserveUp	N	שמורת_באניאס_בריכות	265117	794850	31/8/2017	10:00	15.38	428	350	0.21		9	H.0.1
AS102	AA	AA	Nemacheilus jordanicus	Nemacheilidae	swab	Nemacheilus jordanicus	invertebrates	B	BaniasReserveUp	N	שמורת_באניאס_בריכות	265117	794850	31/8/2017	10:00	15.38	428	350	0.21		9	H.0.1
AS103	AA	AA	Nemacheilus jordanicus	Nemacheilidae	swab	Nemacheilus jordanicus	invertebrates	B	BaniasReserveUp	N	שמורת_באניאס_בריכות	265117	794850	31/8/2017	10:00	15.38	428	350	0.21		9	H.0.1
AS104	AA	AA	Nemacheilus jordanicus	Nemacheilidae	swab	Nemacheilus jordanicus	invertebrates	B	BaniasReserveUp	N	שמורת_באניאס_בריכות	265117	794850	31/8/2017	10:00	15.38	428	350	0.21		9	H.0.1
AS114	AA	AA	Nemacheilus jordanicus	Nemacheilidae	swab	Nemacheilus jordanicus	invertebrates	B	BaniasReserveDown	N	שמורת_באניאס_גשר	265004	794863	31/8/2017	11:00	16.0	430	356	0.21			H.0.2
AS115	AA	AA	Nemacheilus jordanicus	Nemacheilidae	swab	Nemacheilus jordanicus	invertebrates	B	BaniasReserveDown	N	שמורת_באניאס_גשר	265004	794863	31/8/2017	11:00	16.0	430	356	0.21			H.0.2
AS116	AA	AA	Nemacheilus jordanicus	Nemacheilidae	swab	Nemacheilus jordanicus	invertebrates	B	BaniasReserveDown	N	שמורת_באניאס_גשר	265004	794863	31/8/2017	11:00	16.0	430	356	0.21			H.0.2
AS117	AA	AA	Nemacheilus jordanicus	Nemacheilidae	swab	Nemacheilus jordanicus	invertebrates	B	BaniasReserveDown	N	שמורת_באניאס_גשר	265004	794863	31/8/2017	11:00	16.0	430	356	0.21			H.0.2
AS119	AA	AA	Nemacheilus jordanicus	Nemacheilidae	swab	Nemacheilus jordanicus	invertebrates	B	StreemNextToKtzinim	N	אפיק_ליד_קצינים	264643	794563	31/8/2017	12:15	16.5	427	358	0.21			H.0.4
AS120	AA	AA	Nemacheilus jordanicus	Nemacheilidae	swab	Nemacheilus jordanicus	invertebrates	B	StreemNextToKtzinim	N	אפיק_ליד_קצינים	264643	794563	31/8/2017	12:15	16.5	427	358	0.21			H.0.4
AS121	AA	AA	Nemacheilus jordanicus	Nemacheilidae	swab	Nemacheilus jordanicus	invertebrates	B	StreemNextToKtzinim	N	אפיק_ליד_קצינים	264643	794563	31/8/2017	12:15	16.5	427	358	0.21			H.0.4
AS177	AA	AA	Nemacheilus jordanicus	Nemacheilidae	swab	Nemacheilus jordanicus	invertebrates	B	SnirDagAlHadanUpStrerm	N	שניר_שמורה_מעל_יוקי	792989	258339	1/10/2017	10:30	20.15	309	280	0.15	9.9	6.6	S.2
AS178	AA	AA	Nemacheilus jordanicus	Nemacheilidae	swab	Nemacheilus jordanicus	invertebrates	B	SnirDagAlHadanUpStrerm	N	שניר_שמורה_מעל_יוקי	792989	258339	1/10/2017	10:30	20.15	309	280	0.15	9.9	6.6	S.2
AS179	AA	AA	Nemacheilus jordanicus	Nemacheilidae	swab	Nemacheilus jordanicus	invertebrates	B	SnirDagAlHadanUpStrerm	N	שניר_שמורה_מעל_יוקי	792989	258339	1/10/2017	10:30	20.15	309	280	0.15	9.9	6.6	S.2
AS180	AA	AA	Nemacheilus jordanicus	Nemacheilidae	swab	Nemacheilus jordanicus	invertebrates	B	SnirDagAlHadanUpStrerm	N	שניר_שמורה_מעל_יוקי	792989	258339	1/10/2017	10:30	20.15	309	280	0.15	9.9	6.6	S.2
AS181	AA	AA	Nemacheilus jordanicus	Nemacheilidae	swab	Nemacheilus jordanicus	invertebrates	B	SnirDagAlHadanUpStrerm	N	שניר_שמורה_מעל_יוקי	792989	258339	1/10/2017	10:30	20.15	309	280	0.15	9.9	6.6	S.2
AS182	AA	AA	Nemacheilus jordanicus	Nemacheilidae	swab	Nemacheilus jordanicus	invertebrates	B	SnirDagAlHadanUpStrerm	N	שניר_שמורה_מעל_יוקי	792989	258339	1/10/2017	10:30	20.15	309	280	0.15	9.9	6.6	S.2
AS183	AA	AA	Nemacheilus jordanicus	Nemacheilidae	swab	Nemacheilus jordanicus	invertebrates	B	SnirDagAlHadanUpStrerm	N	שניר_שמורה_מעל_יוקי	792989	258339	1/10/2017	10:30	20.15	309	280	0.15	9.9	6.6	S.2
AS226	AA	AA	Nemacheilus jordanicus	Nemacheilidae	swab	Nemacheilus jordanicus	invertebrates	B	HuliotSnirXJordan	N	ירדן_חוליות_מפגש_נחלים	788343	258152	2/11/2017	09:25	17.5	334	287	0.16	10.06		J.2
AS227	AA	AA	Nemacheilus jordanicus	Nemacheilidae	swab	Nemacheilus jordanicus	invertebrates	B	HuliotSnirXJordan	N	ירדן_חוליות_מפגש_נחלים	788343	258152	2/11/2017	09:25	17.5	334	287	0.16	10.06		J.2
AS228	AA	AA	Nemacheilus jordanicus	Nemacheilidae	swab	Nemacheilus jordanicus	invertebrates	B	HuliotSnirXJordan	N	ירדן_חוליות_מפגש_נחלים	788343	258152	2/11/2017	09:25	17.5	334	287	0.16	10.06		J.2
AS229	AA	AA	Nemacheilus jordanicus	Nemacheilidae	swab	Nemacheilus jordanicus	invertebrates	B	HuliotSnirXJordan	N	ירדן_חוליות_מפגש_נחלים	788343	258152	2/11/2017	09:25	17.5	334	287	0.16	10.06		J.2
AS230	AA	AA	Nemacheilus jordanicus	Nemacheilidae	swab	Nemacheilus jordanicus	invertebrates	B	HuliotSnirXJordan	N	ירדן_חוליות_מפגש_נחלים	788343	258152	2/11/2017	09:25	17.5	334	287	0.16	10.06		J.2
AS231	AA	AA	Nemacheilus jordanicus	Nemacheilidae	swab	Nemacheilus jordanicus	invertebrates	B	HuliotSnirXJordan	N	ירדן_חוליות_מפגש_נחלים	788343	258152	2/11/2017	09:25	17.5	334	287	0.16	10.06		J.2
AS207	AA	AA	Pseudophoxinus kervillei	Cyprinidae	swab	Pseudophoxinus	invertebrates	B	AgmonHula	N	ירדן_תעלה_משוחזרת	781029	255760	2/11/2017	18:00	19.86	322	290	0.15	9.4		J.4
AS244	AA	AA	Pseudophoxinus kervillei	Cyprinidae	swab	Pseudophoxinus	invertebrates	B	GomeJunction	N	ירדן_תעלה_מערבית_צומת_גומא	786108	253756	2/11/2017	11:00	20.0	477	432	0.23	5		J.3
AS245	AA	AA	Pseudophoxinus kervillei	Cyprinidae	swab	Pseudophoxinus	invertebrates	B	GomeJunction	N	ירדן_תעלה_מערבית_צומת_גומא	786108	253756	2/11/2017	11:00	20.0	477	432	0.23	5		J.3
AS246	AA	AA	Pseudophoxinus kervillei	Cyprinidae	swab	Pseudophoxinus	invertebrates	B	GomeJunction	N	ירדן_תעלה_מערבית_צומת_גומא	786108	253756	2/11/2017	11:00	20.0	477	432	0.23	5		J.3
AS247	AA	AA	Pseudophoxinus kervillei	Cyprinidae	swab	Pseudophoxinus	invertebrates	B	GomeJunction	N	ירדן_תעלה_מערבית_צומת_גומא	786108	253756	2/11/2017	11:00	20.0	477	432	0.23	5		J.3
AS63	AA	AA	Sarotherodon  galilaeus	Tilapiinae	swab	Sarotherodon	filter_feeder	B	TelSaharonSpring	S	תל_סהרון	251421	706367	14/8/2017	07:10	30.44	3080	3394	1.59	7.39	7.48	T.2
AS64	AA	AA	Sarotherodon  galilaeus	Tilapiinae	swab	Sarotherodon	filter_feeder	B	TelSaharonSpring	S	תל_סהרון	251421	706367	14/8/2017	07:10	30.44	3080	3394	1.59	7.39	7.48	T.2
AS65	AA	AA	Sarotherodon  galilaeus	Tilapiinae	swab	Sarotherodon	filter_feeder	B	TelSaharonSpring	S	תל_סהרון	251421	706367	14/8/2017	07:10	30.44	3080	3394	1.59	7.39	7.48	T.2
AS66	AA	AA	Sarotherodon  galilaeus	Tilapiinae	swab	Sarotherodon	filter_feeder	B	TelSaharonSpring	S	תל_סהרון	251421	706367	14/8/2017	07:10	30.44	3080	3394	1.59	7.39	7.48	T.2
AS85	AA	AA	Sarotherodon  galilaeus	Tilapiinae	swab	Sarotherodon	filter_feeder	B	AsiCemetery	S	ניר_דויד_בית_קברות			14/8/2017	15:55	31.67	3917		2.04	9.7	8.6	A
AS86	AA	AA	Sarotherodon  galilaeus	Tilapiinae	swab	Sarotherodon	filter_feeder	B	AsiCemetery	S	ניר_דויד_בית_קברות			14/8/2017	15:55	31.67	3917		2.04	9.7	8.6	A
AS87	AA	AA	Sarotherodon  galilaeus	Tilapiinae	swab	Sarotherodon	filter_feeder	B	AsiCemetery	S	ניר_דויד_בית_קברות			14/8/2017	15:55	31.67	3917		2.04	9.7	8.6	A
AS88	AA	AA	Sarotherodon  galilaeus	Tilapiinae	swab	Sarotherodon	filter_feeder	B	AsiCemetery	S	ניר_דויד_בית_קברות			14/8/2017	15:55	31.67	3917		2.04	9.7	8.6	A
AS241	AA	AA	Sarotherodon  galilaeus	Tilapiinae	swab	Sarotherodon	filter_feeder	B	GomeJunction	N	ירדן_תעלה_מערבית_צומת_גומא	786108	253756	2/11/2017	11:00	20.0	477	432	0.23	5		J.3
AS242	AA	AA	Sarotherodon  galilaeus	Tilapiinae	swab	Sarotherodon	filter_feeder	B	GomeJunction	N	ירדן_תעלה_מערבית_צומת_גומא	786108	253756	2/11/2017	11:00	20.0	477	432	0.23	5		J.3
AS243	AA	AA	Sarotherodon  galilaeus	Tilapiinae	swab	Sarotherodon	filter_feeder	B	GomeJunction	N	ירדן_תעלה_מערבית_צומת_גומא	786108	253756	2/11/2017	11:00	20.0	477	432	0.23	5		J.3
AS206	AA	AA	Acanthobrama lissneri	Cyprinidae	swab	Acanthobrama lissneri	plants	C	AgmonHula	N	ירדן_תעלה_משוחזרת	781029	255760	2/11/2017	18:00	19.86	322	290	0.15	9.4		J.4
AS222	AA	AA	Acanthobrama lissneri	Cyprinidae	swab	Acanthobrama lissneri	plants	C	lehavotHabashan	N	ירדן_גשר_להבות_הבשן	783686	259147	2/11/2017	07:30	17.0	332	282	0.16	8.37	7.47	J.1
AS223	AA	AA	Acanthobrama lissneri	Cyprinidae	swab	Acanthobrama lissneri	plants	C	lehavotHabashan	N	ירדן_גשר_להבות_הבשן	783686	259147	2/11/2017	07:30	17.0	332	282	0.16	8.37	7.47	J.1
AS224	AA	AA	Acanthobrama lissneri	Cyprinidae	swab	Acanthobrama lissneri	plants	C	lehavotHabashan	N	ירדן_גשר_להבות_הבשן	783686	259147	2/11/2017	07:30	17.0	332	282	0.16	8.37	7.47	J.1
AS225	AA	AA	Acanthobrama lissneri	Cyprinidae	swab	Acanthobrama lissneri	plants	C	lehavotHabashan	N	ירדן_גשר_להבות_הבשן	783686	259147	2/11/2017	07:30	17.0	332	282	0.16	8.37	7.47	J.1
AS76	AA	AA	IH	Haplochrominae	swab	cichlid_hybrid	?	A	AsiCemetery	S	ניר_דויד_בית_קברות			14/8/2017	15:55	31.67	3917		2.04	9.7	8.6	A
AS77	AA	AA	IH	Haplochrominae	swab	cichlid_hybrid	?	A	AsiCemetery	S	ניר_דויד_בית_קברות			14/8/2017	15:55	31.67	3917		2.04	9.7	8.6	A
AS78	AA	AA	IH	Haplochrominae	swab	cichlid_hybrid	?	A	AsiCemetery	S	ניר_דויד_בית_קברות			14/8/2017	15:55	31.67	3917		2.04	9.7	8.6	A
AS248	AA	AA	IH	Haplochrominae	swab	cichlid_hybrid	?	A	GomeJunction	N	ירדן_תעלה_מערבית_צומת_גומא	786108	253756	2/11/2017	11:00	20.0	477	432	0.23	5		J.3
AS249	AA	AA	IH	Haplochrominae	swab	cichlid_hybrid	?	A	GomeJunction	N	ירדן_תעלה_מערבית_צומת_גומא	786108	253756	2/11/2017	11:00	20.0	477	432	0.23	5		J.3
NTC-1	AA	AA	NTC-1	NTC-1	control	NTC-1	NTC-1	NTC-1	NTC-1	NTC-1	NTC-1	NTC-1	NTC-1	NTC-1	NTC-1	0.0	0	NTC-1	NTC-1	NTC-1	NTC-1	NTC
NTC-2	AA	AA	NTC-2	NTC-2	control	NTC-2	NTC-2	NTC-2	NTC-2	NTC-2	NTC-2	NTC-2	NTC-2	NTC-2	NTC-2	0.0	0	NTC-2	NTC-2	NTC-2	NTC-2	NTC
AS94BC14	AA	AA	Water	Water	Water	W	Water	Water	TelSaharonDown	S	תל_סהרון	251421	706367	14/8/2017	07:10	30.44	3080	3394	1.59	7.39	7.48	T.1
AS95BC15	AA	AA	Water	Water	Water	W	Water	Water	TelSaharonSpring	S	תל_סהרון	251421	706367	14/8/2017	07:10	30.44	3080	3394	1.59	7.39	7.48	T.2
AS96BC16	AA	AA	Water	Water	Water	W	Water	Water	AsiCemetery	S	ניר_דויד_בית_קברות			14/8/2017	15:55	31.67	3917		2.04	9.7	8.6	A
AS97	AA	AA	Water	Water	Water	W	Water	Water	BaniasFall	N	מפל_באניאס	263945	794041	31/8/2017	07:30	16.45	430	361	0.21		8.34	H.0.5
AS109BC18	AA	AA	Water	Water	Water	W	Water	Water	BaniasReserveUp	N	שמורת_באניאס_בריכות	265117	794850	31/8/2017	10:00	15.38	428	350	0.21		9	H.0.1
AS118BC19	AA	AA	Water	Water	Water	W	Water	Water	StreemNextToKtzinim	N	אפיק_ליד_קצינים	264643	794563	31/8/2017	12:15	16.5	427	358	0.21			H.0.4
AS126BC20	AA	AA	Water	Water	Water	W	Water	Water	InsideKtzinim	N	בריכת_קצינים	264623	794573	31/8/2017	12:38	17.2	441	376	0.21			H.1
AS135BC21	AA	AA	Water	Water	Water	W	Water	Water	NabiYuda	N	באניאס_מעלה_בריכת_שיקוע	260805	791387	31/8/2017	15:30	20.3	491	444	0.24			H.0.6
AS146BC22	AA	AA	Water	Water	Water	W	Water	Water	SnirHydrometricMaayanBaruch	N	שניר_הידרומטרית_מעיין_ברוך			1/10/2017	15:21	23.0	322	310	0.15	9.5	6.75	S.1
AS147BC23	AA	AA	Water	Water	Water	W	Water	Water	SnirDagAlHadanUpStrerm	N	שניר_שמורה_מעל_יוקי	792989	258339	1/10/2017	10:30	20.15	309	280	0.15	9.9	6.6	S.2
AS148BC24	AA	AA	Water	Water	Water	W	Water	Water	SnirYatedotDownstrerm	N	שניר_שמורה_ידיות	792989	258100	1/10/2017	09:30	19.25	286	255	0.14	10.24	6.6	S.3
AS197	AA	AA	Water	Water	Water	W	Water	Water	lehavotHabashan	N	ירדן_גשר_להבות_הבשן	783686	259147	2/11/2017	07:30	17.0	332	282	0.16	8.37	7.47	J.1
AS198	AA	AA	Water	Water	Water	W	Water	Water	HuliotSnirXJordan	N	ירדן_חוליות_מפגש_נחלים	788343	258152	2/11/2017	09:25	17.5	334	287	0.16	10.06		J.2
AS199	AA	AA	Water	Water	Water	W	Water	Water	GomeJunction	N	ירדן_תעלה_מערבית_צומת_גומא	786108	253756	2/11/2017	11:00	20.0	477	432	0.23	5		J.3
AS200	AA	AA	Water	Water	Water	W	Water	Water	AgmonHula	N	ירדן_תעלה_משוחזרת	781029	255760	2/11/2017	18:00	19.86	322	290	0.15	9.4		J.4
AS201	AA	AA	Water	Water	Water	W	Water	Water	JordanPark	N	ירדן_כניסת_נחל_דישון	772757	258933	2/11/2017	14:00	18.8	410	360	0.2	8		NTC
