sample_name	library_ID	title	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	filename	filename2
AS189	AS189	16 rRNA V3V4 metabarcoding sample of Barbus longiceps Fish skin swab collected from Israel:Snir Stream biological replicate 1	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS189_S78_L001_R1_001.fastq.gz	AS189_S78_L001_R2_001.fastq.gz
AS125	AS125	16 rRNA V3V4 metabarcoding sample of Capoeta damascina Fish skin swab collected from Israel:Hermon Stream biological replicate 4	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS125_S15_L001_R1_001.fastq.gz	AS125_S15_L001_R2_001.fastq.gz
AS111	AS111	16 rRNA V3V4 metabarcoding sample of Capoeta damascina Fish skin swab collected from Israel:Hermon Stream biological replicate 2	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS111_S9_L001_R1_001.fastq.gz	AS111_S9_L001_R2_001.fastq.gz
AS194	AS194	16 rRNA V3V4 metabarcoding sample of Capoeta damascina Fish skin swab collected from Israel:Snir Stream biological replicate 3	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS194_S83_L001_R1_001.fastq.gz	AS194_S83_L001_R2_001.fastq.gz
AS138	AS138	16 rRNA V3V4 metabarcoding sample of Capoeta damascina Fish skin swab collected from Israel:Hermon Stream biological replicate 1	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS138_S16_L001_R1_001.fastq.gz	AS138_S16_L001_R2_001.fastq.gz
AS139	AS139	16 rRNA V3V4 metabarcoding sample of Capoeta damascina Fish skin swab collected from Israel:Hermon Stream biological replicate 2	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS139_S17_L001_R1_001.fastq.gz	AS139_S17_L001_R2_001.fastq.gz
AS202	AS202	16 rRNA V3V4 metabarcoding sample of Coptodon zillii Fish skin swab collected from Israel:Jordan River, North of Sea of Galilee biological replicate 1	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS202_S34_L001_R1_001.fastq.gz	AS202_S34_L001_R2_001.fastq.gz
AS226	AS226	16 rRNA V3V4 metabarcoding sample of Oxynoemacheilus insignis Fish skin swab collected from Israel:Jordan River, North of Sea of Galilee biological replicate 1	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS226_S60_L001_R1_001.fastq.gz	AS226_S60_L001_R2_001.fastq.gz
AS236	AS236	16 rRNA V3V4 metabarcoding sample of Capoeta damascina Fish skin swab collected from Israel:Jordan River, North of Sea of Galilee biological replicate 5	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS236_S28_L001_R1_001.fastq.gz	AS236_S28_L001_R2_001.fastq.gz
AS86	AS86	16 rRNA V3V4 metabarcoding sample of Sarotherodon  galilaeus Fish skin swab collected from Israel:Asi Stream biological replicate 2	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS86_S30_L001_R1_001.fastq.gz	AS86_S30_L001_R2_001.fastq.gz
AS151	AS151	16 rRNA V3V4 metabarcoding sample of Capoeta damascina Fish skin swab collected from Israel:Snir Stream biological replicate 3	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS151_S40_L001_R1_001.fastq.gz	AS151_S40_L001_R2_001.fastq.gz
AS114	AS114	16 rRNA V3V4 metabarcoding sample of Oxynoemacheilus insignis Fish skin swab collected from Israel:Hermon Stream biological replicate 1	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS114_S53_L001_R1_001.fastq.gz	AS114_S53_L001_R2_001.fastq.gz
AS133	AS133	16 rRNA V3V4 metabarcoding sample of Capoeta damascina Fish skin swab collected from Israel:Hermon Stream biological replicate 6	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS133_S93_L001_R1_001.fastq.gz	AS133_S93_L001_R2_001.fastq.gz
AS211	AS211	16 rRNA V3V4 metabarcoding sample of Oreochromis aureus Fish skin swab collected from Israel:Jordan River, North of Sea of Galilee biological replicate 2	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS211_S31_L001_R1_001.fastq.gz	AS211_S31_L001_R2_001.fastq.gz
AS129	AS129	16 rRNA V3V4 metabarcoding sample of Capoeta damascina Fish skin swab collected from Israel:Hermon Stream biological replicate 2	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS129_S89_L001_R1_001.fastq.gz	AS129_S89_L001_R2_001.fastq.gz
AS108	AS108	16 rRNA V3V4 metabarcoding sample of Capoeta damascina Fish skin swab collected from Israel:Hermon Stream biological replicate 4	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS108_S7_L001_R1_001.fastq.gz	AS108_S7_L001_R2_001.fastq.gz
AS225	AS225	16 rRNA V3V4 metabarcoding sample of Acanthobrama lissneri Fish skin swab collected from Israel:Jordan River, North of Sea of Galilee biological replicate 4	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS225_S78_L001_R1_001.fastq.gz	AS225_S78_L001_R2_001.fastq.gz
AS136	AS136	16 rRNA V3V4 metabarcoding sample of Carasobarbus canis Fish skin swab collected from Israel:Hermon Stream biological replicate 1	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS136_S43_L001_R1_001.fastq.gz	AS136_S43_L001_R2_001.fastq.gz
AS216	AS216	16 rRNA V3V4 metabarcoding sample of Capoeta damascina Fish skin swab collected from Israel:Jordan River, North of Sea of Galilee biological replicate 3	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS216_S21_L001_R1_001.fastq.gz	AS216_S21_L001_R2_001.fastq.gz
AS115	AS115	16 rRNA V3V4 metabarcoding sample of Oxynoemacheilus insignis Fish skin swab collected from Israel:Hermon Stream biological replicate 2	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS115_S54_L001_R1_001.fastq.gz	AS115_S54_L001_R2_001.fastq.gz
AS213	AS213	16 rRNA V3V4 metabarcoding sample of Oreochromis aureus Fish skin swab collected from Israel:Jordan River, North of Sea of Galilee biological replicate 4	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS213_S33_L001_R1_001.fastq.gz	AS213_S33_L001_R2_001.fastq.gz
AS234	AS234	16 rRNA V3V4 metabarcoding sample of Capoeta damascina Fish skin swab collected from Israel:Jordan River, North of Sea of Galilee biological replicate 3	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS234_S25_L001_R1_001.fastq.gz	AS234_S25_L001_R2_001.fastq.gz
AS186	AS186	16 rRNA V3V4 metabarcoding sample of Carasobarbus canis Fish skin swab collected from Israel:Snir Stream biological replicate 1	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS186_S75_L001_R1_001.fastq.gz	AS186_S75_L001_R2_001.fastq.gz
AS235	AS235	16 rRNA V3V4 metabarcoding sample of Capoeta damascina Fish skin swab collected from Israel:Jordan River, North of Sea of Galilee biological replicate 4	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS235_S27_L001_R1_001.fastq.gz	AS235_S27_L001_R2_001.fastq.gz
AS162	AS162	16 rRNA V3V4 metabarcoding sample of Carasobarbus canis Fish skin swab collected from Israel:Snir Stream biological replicate 4	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS162_S51_L001_R1_001.fastq.gz	AS162_S51_L001_R2_001.fastq.gz
AS140	AS140	16 rRNA V3V4 metabarcoding sample of Capoeta damascina Fish skin swab collected from Israel:Hermon Stream biological replicate 3	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS140_S18_L001_R1_001.fastq.gz	AS140_S18_L001_R2_001.fastq.gz
AS61	AS61	16 rRNA V3V4 metabarcoding sample of Gambusia affinis Fish skin swab collected from Israel:Tel Saharonim biological replicate 4	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS61_S4_L001_R1_001.fastq.gz	AS61_S4_L001_R2_001.fastq.gz
AS188	AS188	16 rRNA V3V4 metabarcoding sample of Carasobarbus canis Fish skin swab collected from Israel:Snir Stream biological replicate 3	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS188_S77_L001_R1_001.fastq.gz	AS188_S77_L001_R2_001.fastq.gz
AS158	AS158	16 rRNA V3V4 metabarcoding sample of Barbus longiceps Fish skin swab collected from Israel:Snir Stream biological replicate 1	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS158_S47_L001_R1_001.fastq.gz	AS158_S47_L001_R2_001.fastq.gz
AS166	AS166	16 rRNA V3V4 metabarcoding sample of Acanthobrama lissneri Fish skin swab collected from Israel:Snir Stream biological replicate 2	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS166_S55_L001_R1_001.fastq.gz	AS166_S55_L001_R2_001.fastq.gz
AS239	AS239	16 rRNA V3V4 metabarcoding sample of Coptodon zillii Fish skin swab collected from Israel:Jordan River, North of Sea of Galilee biological replicate 3	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS239_S41_L001_R1_001.fastq.gz	AS239_S41_L001_R2_001.fastq.gz
AS169	AS169	16 rRNA V3V4 metabarcoding sample of Garra jordanica Fish skin swab collected from Israel:Snir Stream biological replicate 3	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS169_S58_L001_R1_001.fastq.gz	AS169_S58_L001_R2_001.fastq.gz
AS100	AS100	16 rRNA V3V4 metabarcoding sample of Capoeta damascina Fish skin swab collected from Israel:Hermon Stream biological replicate 3	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS100_S3_L001_R1_001.fastq.gz	AS100_S3_L001_R2_001.fastq.gz
AS72	AS72	16 rRNA V3V4 metabarcoding sample of Oreochromis Fish skin swab collected from Israel:Tel Saharonim biological replicate 3	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS72_S15_L001_R1_001.fastq.gz	AS72_S15_L001_R2_001.fastq.gz
AS73	AS73	16 rRNA V3V4 metabarcoding sample of Oreochromis Fish skin swab collected from Israel:Tel Saharonim biological replicate 4	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS73_S11_L001_R1_001.fastq.gz	AS73_S11_L001_R2_001.fastq.gz
AS174	AS174	16 rRNA V3V4 metabarcoding sample of Capoeta damascina Fish skin swab collected from Israel:Snir Stream biological replicate 3	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS174_S63_L001_R1_001.fastq.gz	AS174_S63_L001_R2_001.fastq.gz
AS62	AS62	16 rRNA V3V4 metabarcoding sample of Gambusia affinis Fish skin swab collected from Israel:Tel Saharonim biological replicate 5	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS62_S5_L001_R1_001.fastq.gz	AS62_S5_L001_R2_001.fastq.gz
AS98	AS98	16 rRNA V3V4 metabarcoding sample of Capoeta damascina Fish skin swab collected from Israel:Hermon Stream biological replicate 1	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS98_S1_L001_R1_001.fastq.gz	AS98_S1_L001_R2_001.fastq.gz
AS63	AS63	16 rRNA V3V4 metabarcoding sample of Sarotherodon  galilaeus Fish skin swab collected from Israel:Tel Saharonim biological replicate 1	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS63_S6_L001_R1_001.fastq.gz	AS63_S6_L001_R2_001.fastq.gz
AS65	AS65	16 rRNA V3V4 metabarcoding sample of Sarotherodon  galilaeus Fish skin swab collected from Israel:Tel Saharonim biological replicate 3	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS65_S8_L001_R1_001.fastq.gz	AS65_S8_L001_R2_001.fastq.gz
AS94BC14	AS94BC14	16 rRNA V3V4 metabarcoding sample of  Water collected from Israel:Tel Saharonim 	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS94BC14_S148_L001_R1_001.fastq.gz	AS94BC14_S148_L001_R2_001.fastq.gz
AS67	AS67	16 rRNA V3V4 metabarcoding sample of Coptodon zillii Fish skin swab collected from Israel:Tel Saharonim biological replicate 3	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS67_S10_L001_R1_001.fastq.gz	AS67_S10_L001_R2_001.fastq.gz
AS171	AS171	16 rRNA V3V4 metabarcoding sample of Garra jordanica Fish skin swab collected from Israel:Snir Stream biological replicate 5	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS171_S60_L001_R1_001.fastq.gz	AS171_S60_L001_R2_001.fastq.gz
AS237	AS237	16 rRNA V3V4 metabarcoding sample of Coptodon zillii Fish skin swab collected from Israel:Jordan River, North of Sea of Galilee biological replicate 1	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS237_S39_L001_R1_001.fastq.gz	AS237_S39_L001_R2_001.fastq.gz
AS89	AS89	16 rRNA V3V4 metabarcoding sample of Coptodon zillii Fish skin swab collected from Israel:Asi Stream biological replicate 1	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS89_S33_L001_R1_001.fastq.gz	AS89_S33_L001_R2_001.fastq.gz
AS85	AS85	16 rRNA V3V4 metabarcoding sample of Sarotherodon  galilaeus Fish skin swab collected from Israel:Asi Stream biological replicate 1	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS85_S29_L001_R1_001.fastq.gz	AS85_S29_L001_R2_001.fastq.gz
AS207	AS207	16 rRNA V3V4 metabarcoding sample of Pseudophoxinus kervillei Fish skin swab collected from Israel:Jordan River, North of Sea of Galilee biological replicate 1	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS207_S66_L001_R1_001.fastq.gz	AS207_S66_L001_R2_001.fastq.gz
AS141	AS141	16 rRNA V3V4 metabarcoding sample of Oxynoemacheilus insignis Fish skin swab collected from Israel:Tel Saharonim biological replicate 1	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS141_S95_L001_R1_001.fastq.gz	AS141_S95_L001_R2_001.fastq.gz
AS187	AS187	16 rRNA V3V4 metabarcoding sample of Carasobarbus canis Fish skin swab collected from Israel:Snir Stream biological replicate 2	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS187_S76_L001_R1_001.fastq.gz	AS187_S76_L001_R2_001.fastq.gz
AS70	AS70	16 rRNA V3V4 metabarcoding sample of Oreochromis Fish skin swab collected from Israel:Tel Saharonim biological replicate 1	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS70_S13_L001_R1_001.fastq.gz	AS70_S13_L001_R2_001.fastq.gz
AS242	AS242	16 rRNA V3V4 metabarcoding sample of Sarotherodon  galilaeus Fish skin swab collected from Israel:Jordan River, North of Sea of Galilee biological replicate 2	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS242_S72_L001_R1_001.fastq.gz	AS242_S72_L001_R2_001.fastq.gz
AS185	AS185	16 rRNA V3V4 metabarcoding sample of Acanthobrama lissneri Fish skin swab collected from Israel:Snir Stream biological replicate 2	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS185_S74_L001_R1_001.fastq.gz	AS185_S74_L001_R2_001.fastq.gz
AS160	AS160	16 rRNA V3V4 metabarcoding sample of Carasobarbus canis Fish skin swab collected from Israel:Snir Stream biological replicate 2	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS160_S49_L001_R1_001.fastq.gz	AS160_S49_L001_R2_001.fastq.gz
AS163	AS163	16 rRNA V3V4 metabarcoding sample of Carasobarbus canis Fish skin swab collected from Israel:Snir Stream biological replicate 5	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS163_S52_L001_R1_001.fastq.gz	AS163_S52_L001_R2_001.fastq.gz
AS159	AS159	16 rRNA V3V4 metabarcoding sample of Carasobarbus canis Fish skin swab collected from Israel:Snir Stream biological replicate 1	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS159_S48_L001_R1_001.fastq.gz	AS159_S48_L001_R2_001.fastq.gz
AS69	AS69	16 rRNA V3V4 metabarcoding sample of Coptodon zillii Fish skin swab collected from Israel:Tel Saharonim biological replicate 2	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS69_S12_L001_R1_001.fastq.gz	AS69_S12_L001_R2_001.fastq.gz
AS206	AS206	16 rRNA V3V4 metabarcoding sample of Acanthobrama lissneri Fish skin swab collected from Israel:Jordan River, North of Sea of Galilee biological replicate 1	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS206_S74_L001_R1_001.fastq.gz	AS206_S74_L001_R2_001.fastq.gz
AS78	AS78	16 rRNA V3V4 metabarcoding sample of Cichlidae Fish skin swab collected from Israel:Asi Stream biological replicate 3	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS78_S23_L001_R1_001.fastq.gz	AS78_S23_L001_R2_001.fastq.gz
AS165	AS165	16 rRNA V3V4 metabarcoding sample of Acanthobrama lissneri Fish skin swab collected from Israel:Snir Stream biological replicate 1	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS165_S54_L001_R1_001.fastq.gz	AS165_S54_L001_R2_001.fastq.gz
AS103	AS103	16 rRNA V3V4 metabarcoding sample of Oxynoemacheilus insignis Fish skin swab collected from Israel:Hermon Stream biological replicate 3	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS103_S51_L001_R1_001.fastq.gz	AS103_S51_L001_R2_001.fastq.gz
AS161	AS161	16 rRNA V3V4 metabarcoding sample of Carasobarbus canis Fish skin swab collected from Israel:Snir Stream biological replicate 3	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS161_S50_L001_R1_001.fastq.gz	AS161_S50_L001_R2_001.fastq.gz
AS87	AS87	16 rRNA V3V4 metabarcoding sample of Sarotherodon  galilaeus Fish skin swab collected from Israel:Asi Stream biological replicate 3	AMPLICON	GENOMIC	PCR	paired	ILLUMINA	Illumina MiSeq	Single barcode, two-step PCR, V3-V4 fragment	fastq	AS87_S31_L001_R1_001.fastq.gz	AS87_S31_L001_R2_001.fastq.gz
